duration	time_plus	time_minus	flux	flux_plus	flux_minus
77.4723996672166	0.48182636657404	-0.436328621920865	1.71482447051883e-09	2.55667093679288e-10	-2.55692074206735e-10
78.5832190603945	0.666181989322368	-0.628993026603936	1.31542053780394e-09	1.96304462093983e-10	-1.96420837283643e-10
80.056755313158	0.699525721891447	-0.807354263441042	1.52409362281977e-09	2.38378527207689e-10	-2.45812798874097e-10
81.3804452014651	0.605223832165279	-0.624164166415724	1.46702642296956e-09	2.23000740712688e-10	-2.26180457960653e-10
82.5028578373406	0.525401158772155	-0.517188803710241	1.64895273296767e-09	2.47951069331547e-10	-2.48861183885755e-10
83.5423720735874	0.548044970678305	-0.514113077474605	1.56565161549347e-09	2.34028342055899e-10	-2.3403750249093e-10
84.4234802461337	0.271722776926055	-0.333063201868043	2.69796479947085e-09	4.02632227052523e-10	-4.02642250179982e-10
85.1216942984513	0.425712749400276	-0.426491275391527	1.8934974384734e-09	2.82414523974269e-10	-2.82448309580269e-10
86.1077135314994	0.593497503752246	-0.56030648364775	1.97450258178923e-09	2.46895175502952e-10	-2.46944420895267e-10
94.698	0.450	-0.492	1.791690004e-09	2.670934136e-10	-2.67135765e-10
95.675	0.535	-0.528	1.539663346e-09	2.390778104e-10	-2.391159706e-10
96.717	0.500	-0.507	1.64929466e-09	2.509090948e-10	-2.509527982e-10
97.962	0.850	-0.746	1.056627208e-09	1.575166528e-10	-1.575510274e-10
99.311	0.497	-0.499	1.730081392e-09	2.550949882e-10	-2.551611686e-10
100.331	0.444	-0.523	1.745458026e-09	2.602100774e-10	-2.60293462e-10
101.177	0.391	-0.402	2.12507529e-09	3.168102054e-10	-3.169375976e-10
102.142	0.552	-0.574	1.497288962e-09	2.23219932e-10	-2.233136932e-10
103.374	0.781	-0.679	1.13701172e-09	1.729871832e-10	-1.730639092e-10
104.715	0.562	-0.56	1.512513496e-09	2.255089356e-10	-2.25649307e-10
105.857	0.554	-0.58	1.487205746e-09	2.262948532e-10	-2.264535442e-10
107.031	0.547	-0.62	1.498839368e-09	2.210301314e-10	-2.211737138e-10
108.078	0.555	-0.5	1.597554634e-09	2.43084868e-10	-2.43254206e-10
109.136	0.579	-0.503	1.582012718e-09	2.358941546e-10	-2.360806968e-10
110.334	0.805	-0.62	1.200840654e-09	1.790612798e-10	-1.79208276e-10
111.923	0.627	-0.784	1.212943082e-09	1.808771172e-10	-1.810408106e-10
113.311	0.731	-0.76	1.147817918e-09	1.71185001e-10	-1.713630256e-10
114.882	0.713	-0.84	1.10305793e-09	1.645014228e-10	-1.64663291e-10
116.320	0.774	-0.725	1.152621912e-09	1.719099434e-10	-1.720978714e-10
118.219	0.944	-1.125	8.22870802e-10	1.252635098e-10	-1.25414731e-10
120.112	0.598	-0.948	1.101264502e-09	1.676549628e-10	-1.678685112e-10
121.730	0.921	-1.02	8.90620198e-10	1.328693886e-10	-1.3304863e-10
123.444	0.582	-0.793	1.23803654e-09	1.884851592e-10	-1.887323048e-10
124.623	0.492	-0.597	1.587711398e-09	2.367896856e-10	-2.370347694e-10
125.805	0.529	-0.69	1.420486574e-09	2.118933492e-10	-2.121563808e-10
127.081	0.865	-0.747	1.06145689e-09	1.615819478e-10	-1.617761964e-10
128.587	0.629	-0.641	1.34690634e-09	2.050847786e-10	-2.05374208e-10
129.897	0.742	-0.681	1.220515634e-09	1.821440764e-10	-1.824369534e-10
131.319	0.621	-0.68	1.315559206e-09	2.003345604e-10	-2.006353804e-10
132.927	0.953	-0.988	8.9498513e-10	1.335296378e-10	-1.33717363e-10
134.638	0.826	-0.757	1.08054037e-09	1.644747546e-10	-1.646611954e-10
136.702	1.136	-1.238	7.13573094e-10	1.086257302e-10	-1.08757246e-10
138.720	0.820	-0.882	9.98053836e-10	1.489034664e-10	-1.491096802e-10
140.473	1.156	-0.933	8.0130674e-10	1.220100908e-10	-1.221825046e-10
142.505	0.797	-0.876	1.016103036e-09	1.51629504e-10	-1.518663406e-10
144.376	1.046	-1.075	7.8920634e-10	1.201698498e-10	-1.203414186e-10
146.353	0.832	-0.931	9.63811732e-10	1.438009846e-10	-1.440053394e-10
147.942	0.901	-0.758	1.040354536e-09	1.552161234e-10	-1.554324772e-10
149.595	0.798	-0.751	1.115768082e-09	1.66449959e-10	-1.666669212e-10
151.350	0.987	-0.957	8.89143476e-10	1.326317408e-10	-1.327951638e-10
153.444	1.368	-1.107	6.77579474e-10	1.05268917e-10	-1.053823498e-10
156.101	0.955	-1.289	7.5905505e-10	1.155461112e-10	-1.156831026e-10
158.076	1.120	-1.021	7.95489084e-10	1.186482414e-10	-1.187816162e-10
160.128	0.840	-0.932	9.47742874e-10	1.413622808e-10	-1.415263122e-10
162.152	1.151	-1.184	7.19475588e-10	1.073113496e-10	-1.074325564e-10
164.543	1.211	-1.241	6.85026628e-10	1.021655362e-10	-1.022729188e-10
167.280	1.308	-1.526	5.92562334e-10	8.83666862e-11	-8.844953e-11
169.714	1.152	-1.127	7.2471594e-10	1.102911914e-10	-1.10392997e-10
171.783	1.116	-0.916	8.12778122e-10	1.236854892e-10	-1.237902354e-10
174.487	1.591	-1.588	5.2737802e-10	7.86445556e-11	-7.87165158e-11
177.437	1.205	-1.359	6.53999242e-10	9.75172588e-11	-9.75933088e-11
180.404	2.006	-1.762	4.31088918e-10	6.8353064e-11	-6.84019388e-11
183.881	1.904	-1.471	4.8385883e-10	7.67190034e-11	-7.67721032e-11
187.944	2.077	-2.16	3.91594632e-10	6.08170836e-11	-6.08564606e-11
191.408	1.591	-1.387	5.4236325e-10	8.42313576e-11	-8.42840518e-11
