duration	time_plus	time_minus	flux	flux_plus	flux_minus
73.2689792914543	2.88495572374731	-3.0635312768211	1.12889744894094e-10	2.5898683671339e-11	-2.5898683671339e-11
99.147	17.836	-7.237	5.428023e-11	1.21521765e-11	-1.21521765e-11
142.067	25.062	-25.084	3.072883605e-11	6.41417445e-12	-6.41417445e-12
196.487	33.325	-29.358	2.08946697e-11	4.68926415e-12	-4.68926415e-12
257.891	32.097	-28.079	2.18343807e-11	4.8882498e-12	-4.8882498e-12
331.925	40.804	-41.937	1.59357225e-11	3.57635625e-12	-3.57635625e-12
408.085	39.864	-35.356	1.75417527e-11	3.92722125e-12	-3.92722125e-12
513.512	47.266	-65.563	8.55382305e-12	1.919783205e-12	-1.919783205e-12
645.305	118.566	-84.527	3.7366398e-12	8.397024e-13	-8.397024e-13
869.758	77.148	-105.887	4.1571603e-12	9.3420273e-13	-9.3420273e-13
1084.003	206.405	-137.098	1.617022245e-12	4.32523395e-13	-4.32523395e-13
1619.993	395.019	-329.584	1.152204435e-12	2.536429995e-13	-2.536429995e-13
5703.892	361.332	-340.717	8.9126472e-13	2.345092995e-13	-2.345092995e-13
8881.105	16095.381	-2815.882	1.387205325e-13	3.31546863e-14	-3.31546863e-14
106116.354	20034.721	-8025.976	4.88211915e-14	3.3542763e-14	-2.387340315e-14
