duration	time_plus	time_minus	flux	flux_plus	flux_minus
10681.548	72.671	-80.275	4.51098153e-12	1.010060766e-12	-1.010060766e-12
10864.961	109.901	-110.742	3.11199273e-12	6.99193242e-13	-6.99193242e-13
11073.581	106.881	-98.718	3.34459422e-12	7.50427524e-13	-7.50427524e-13
11257.915	120.623	-77.454	3.46908474e-12	7.78891707e-13	-7.78891707e-13
11514.174	72.471	-135.635	2.473155234e-12	6.42061431e-13	-6.42061431e-13
11669.152	95.512	-82.507	3.86235432e-12	8.66597589e-13	-8.66597589e-13
11859.032	88.665	-94.369	3.75982695e-12	8.43017868e-13	-8.43017868e-13
12043.541	59.609	-95.844	4.42361304e-12	9.92527074e-13	-9.92527074e-13
12180.672	115.540	-77.523	2.668676868e-12	6.92189685e-13	-6.92189685e-13
12440.812	193.881	-144.601	2.739357819e-12	5.29592283e-13	-5.29592283e-13
16019.375	117.805	-163.013	1.957056552e-12	5.11337475e-13	-5.11337475e-13
16271.284	174.295	-134.104	1.782064449e-12	4.63038147e-13	-4.63038147e-13
16567.439	73.711	-121.859	2.82768354e-12	7.30679103e-13	-7.30679103e-13
16747.462	151.940	-106.312	2.124789678e-12	5.54281002e-13	-5.54281002e-13
17001.651	143.468	-102.248	2.241565326e-12	5.80594905e-13	-5.80594905e-13
17264.873	115.931	-119.755	2.346369795e-12	6.06783771e-13	-6.06783771e-13
17509.794	91.653	-128.99	2.497594176e-12	6.4844307e-13	-6.4844307e-13
17707.924	94.107	-106.477	2.755112184e-12	7.12486665e-13	-7.12486665e-13
18132.792	286.030	-330.761	1.434264381e-12	2.945038338e-13	-2.945038338e-13
21811.396	206.102	-164.978	1.739741949e-12	4.13546958e-13	-4.13546958e-13
69792.896	681.322	-587.372	4.38819876e-13	1.115606547e-13	-1.115606547e-13
74820.423	1435.448	-1041.767	2.177737056e-13	5.82427989e-14	-5.82427989e-14
80902.130	1139.127	-1127.473	3.95313831e-13	8.08084431e-14	-8.08084431e-14
88936.628	4245.906	-3335.23	3.23419338e-13	5.90400657e-14	-5.90400657e-14
158007.009	5007.362	-7521.401	1.591672302e-13	3.6872253e-14	-3.6872253e-14
167832.510	966.862	-968.775	2.835848961e-13	7.4846376e-14	-7.4846376e-14
177306.965	2694.179	-4625.255	2.417482881e-13	5.30894034e-14	-5.30894034e-14
200090.140	19692.845	-16258.606	8.60550966e-14	2.368495998e-14	-2.368495998e-14
234245.887	38576.215	-10038.564	9.16469829e-14	2.464619454e-14	-2.464619454e-14
304141.875	38098.788	-26436.453	5.73472548e-14	1.561101795e-14	-1.561101795e-14
424029.129	72893.786	-76484.256	3.02312439e-14	8.64852714e-15	-8.64852714e-15
580391.354	201409.463	-78101.018	2.678962275e-14	7.16479236e-15	-7.16479236e-15
986504.012	55576.754	-27138.925	1.282562127e-14	6.76312956e-15	-5.24136987e-15
