duration	time_plus	time_minus	flux	flux_plus	flux_minus
90.27852765639	2.18201432397959	-2.29252266496161	2.89973380308792e-10	5.29416538237166e-11	-5.29416538237166e-11
94.9129629668222	2.72206497821951	-2.45242098645259	2.89368903930322e-10	4.69418348266278e-11	-4.69418348266282e-11
124.911	8.493	-9.058	1.394692314e-10	3.130247048e-11	-3.130247048e-11
145.462	13.015	-12.058	9.54828864e-11	2.14035937e-11	-2.14035937e-11
182.130	23.986	-23.653	5.40497148e-11	1.189271814e-11	-1.189271814e-11
231.991	31.794	-25.875	4.2567215e-11	9.55378562e-12	-9.55378562e-12
317.982	46.097	-54.197	1.637528568e-11	3.670971486e-12	-3.670971486e-12
439.371	112.756	-75.293	4.48425216e-12	1.007985692e-12	-1.007985692e-12
711.627	151.409	-159.5	2.007911948e-12	5.29524962e-13	-5.29524962e-13
1075.947	205.811	-212.912	1.5066844e-12	3.93833978e-13	-3.93833978e-13
1718.379	440.925	-436.621	1.076901166e-12	2.316644348e-13	-2.316644348e-13
7238.025	662.960	-1796.426	9.66583004e-13	2.00493655e-13	-2.00493655e-13
12831.307	812.196	-1624.713	7.94898452e-13	1.854908724e-13	-1.854908724e-13
22549.711	8322.100	-5542.516	2.090501876e-13	5.16200802e-14	-5.16200802e-14
108586.268	162732.673	-55806.025	5.73843838e-14	1.690644522e-14	-1.690644522e-14
