duration	time_plus	time_minus	flux	flux_plus	flux_minus
3178.915	77.637	-87.846	4.44741648e-12	1.000682511e-12	-1.000682511e-12
3329.137	77.854	-72.585	4.82138148e-12	1.088905509e-12	-1.088905509e-12
3502.339	97.715	-95.348	2.841745911e-12	7.36172412e-13	-7.36172412e-13
3677.442	88.096	-77.387	4.37815752e-12	9.90044571e-13	-9.90044571e-13
3860.300	78.243	-94.763	4.18142946e-12	9.46746165e-13	-9.46746165e-13
4079.799	116.998	-141.256	2.238060471e-12	5.67437799e-13	-5.67437799e-13
4300.908	83.938	-104.111	3.85778763e-12	8.71278423e-13	-8.71278423e-13
4476.997	125.986	-92.151	2.665785588e-12	6.71656548e-13	-6.71656548e-13
4716.425	114.710	-113.443	2.529358662e-12	6.43317384e-13	-6.43317384e-13
9014.072	286.824	-204.61	1.162641135e-12	3.024043095e-13	-3.024043095e-13
9547.599	204.614	-246.704	1.250100474e-12	3.28008393e-13	-3.28008393e-13
9902.807	388.469	-150.594	1.106822766e-12	2.835991986e-13	-2.835991986e-13
15375.838	734.218	-782.698	5.88329121e-13	1.268135217e-13	-1.268135217e-13
25363.404	6490.167	-3714.734	5.6403552e-13	1.067059212e-13	-1.067059212e-13
58888.913	13200.942	-9087.968	2.232894939e-13	4.45797738e-14	-4.45797738e-14
123628.666	12662.131	-17101.167	1.36194201e-13	3.4727706e-14	-3.4727706e-14
242396.227	238772.174	-90055.741	9.86146989e-14	1.806646422e-14	-1.806646422e-14
766089.576	1086141.843	-11232.434	5.22077931e-14	1.719490749e-14	-1.436811729e-14
