duration	time_plus	time_minus	flux	flux_plus	flux_minus
95.790	21.252	-21.372	7.8383492e-11	1.758698224e-11	-1.758698224e-11
142.049	37.676	-25.007	4.9508472e-11	1.114669932e-11	-1.114669932e-11
230.822	69.254	-51.097	1.890816688e-11	4.247813544e-12	-4.247813544e-12
369.217	46.196	-69.14	2.003802696e-11	4.50164408e-12	-4.50164408e-12
505.595	85.331	-90.182	1.279697316e-11	2.881656804e-12	-2.881656804e-12
684.654	101.843	-93.728	1.172399856e-11	2.64625766e-12	-2.64625766e-12
860.308	71.614	-73.811	1.569720388e-11	3.543060612e-12	-3.543060612e-12
1057.038	103.051	-125.116	9.82711968e-12	2.252574272e-12	-2.252574272e-12
1353.929	257.464	-193.841	9.30241736e-12	1.55578856e-12	-1.55578856e-12
5052.002	108.262	-114.888	9.42711516e-12	1.608206576e-12	-1.608206576e-12
5366.297	72.280	-73.144	8.85163064e-12	1.989097472e-12	-1.989097472e-12
5570.962	123.362	-132.384	9.3306354e-12	1.511300956e-12	-1.511300956e-12
6215.354	70.446	-59.934	9.67863364e-12	2.191183236e-12	-2.191183236e-12
6353.406	55.254	-67.605	8.89734104e-12	1.99195908e-12	-1.99195908e-12
6495.679	96.015	-87.019	1.091988928e-11	2.192615752e-12	-2.192615752e-12
6817.330	140.433	-147.909	9.52405716e-12	1.600479036e-12	-1.600479036e-12
7202.612	143.786	-194.703	8.86812148e-12	1.464734128e-12	-1.464734128e-12
10646.544	71.405	-89.063	5.93608608e-12	1.372982484e-12	-1.372982484e-12
10803.222	130.357	-85.273	4.19730398e-12	9.79378276e-13	-9.79378276e-13
11043.367	68.232	-109.788	5.33410836e-12	1.21536806e-12	-1.21536806e-12
11197.613	86.990	-86.015	5.81036964e-12	1.282545656e-12	-1.282545656e-12
11395.519	104.708	-110.915	5.46400636e-12	1.116556128e-12	-1.116556128e-12
12957.140	168.294	-165.177	4.91101324e-12	8.58351004e-13	-8.58351004e-13
16396.838	139.025	-84.126	4.42360684e-12	1.000289928e-12	-1.000289928e-12
16685.811	78.217	-149.949	3.184044796e-12	8.4232112e-13	-8.4232112e-13
16862.781	104.340	-98.753	3.64548358e-12	9.48847324e-13	-9.48847324e-13
17040.410	59.599	-73.289	7.4363074e-12	1.671400776e-12	-1.671400776e-12
17264.234	169.240	-164.226	3.823606908e-12	7.58873532e-13	-7.58873532e-13
22300.654	129.950	-243.64	3.225946424e-12	8.45161756e-13	-8.45161756e-13
22735.942	150.994	-305.338	2.648758464e-12	6.92724848e-13	-6.92724848e-13
23108.101	280.289	-221.165	2.547926372e-12	6.45029384e-13	-6.45029384e-13
27998.346	173.821	-179.711	2.299543848e-12	5.8433128e-13	-5.8433128e-13
28312.359	113.046	-140.193	3.020026208e-12	7.86801816e-13	-7.86801816e-13
28636.203	155.271	-210.798	2.063070852e-12	5.43440588e-13	-5.43440588e-13
29877.975	3976.889	-1086.501	1.755118004e-12	3.323014684e-13	-3.323014684e-13
41932.377	3503.283	-2469.565	1.27781968e-12	3.38148034e-13	-3.38148034e-13
45668.369	246.184	-232.709	2.107201504e-12	5.33748528e-13	-5.33748528e-13
53571.843	3864.476	-2587.404	8.01323428e-13	1.83694604e-13	-1.83694604e-13
69782.766	4933.537	-7295.957	7.5243898e-13	1.418885484e-13	-1.418885484e-13
111522.606	56733.472	-29537.763	3.020196124e-13	6.6482738e-14	-6.6482738e-14
