duration	time_plus	time_minus	flux	flux_plus	flux_minus
114.147	31.475	-31.208	1.142521342e-11	2.56708816e-12	-2.56708816e-12
178.494	47.362	-32.872	9.02892242e-12	2.028674872e-12	-2.028674872e-12
261.908	29.138	-36.052	1.167440068e-11	2.57406053e-12	-2.57406053e-12
324.586	39.172	-33.54	1.006986382e-11	2.25711207e-12	-2.25711207e-12
439.946	69.237	-76.187	4.9769157e-12	1.123668154e-12	-1.123668154e-12
601.389	73.277	-92.206	4.40177132e-12	9.90212502e-13	-9.90212502e-13
752.006	105.688	-77.34	5.11683096e-12	1.00815038e-12	-1.00815038e-12
4917.117	339.709	-823.685	4.70025972e-13	1.254581034e-13	-1.254581034e-13
5989.249	649.093	-732.422	5.88416846e-13	1.27965676e-13	-1.27965676e-13
10936.958	1480.947	-1061.455	3.19577268e-13	7.14771388e-14	-7.14771388e-14
29866.562	28341.682	-14212.095	5.88869948e-14	1.195893492e-14	-1.195893492e-14
