duration	time_plus	time_minus	flux	flux_plus	flux_minus
89.809	2.617	-2.468	5.2352416e-10	8.1614856e-11	-8.4267216e-11
95.130	2.307	-2.705	5.2327898e-10	8.2409414e-11	-8.4797182e-11
100.417	1.696	-2.98	3.75874878e-10	7.028225e-11	-7.1714368e-11
104.534	2.596	-2.421	3.42396354e-10	6.5736852e-11	-6.6955484e-11
109.244	2.482	-2.114	3.60235614e-10	7.1202066e-11	-7.244724e-11
114.249	2.136	-2.523	3.523853e-10	6.9461886e-11	-7.059505e-11
119.468	2.550	-3.083	2.94001824e-10	5.8060832e-11	-5.905779e-11
124.208	1.654	-2.19	4.42922546e-10	8.4930306e-11	-8.646252e-11
128.526	2.652	-2.664	3.27702758e-10	6.1031052e-11	-6.2183444e-11
133.794	2.331	-2.615	5.2108202e-10	8.1725072e-11	-8.3983534e-11
138.293	1.710	-2.168	4.49663846e-10	8.4148858e-11	-8.5885726e-11
143.133	2.449	-3.13	3.09923482e-10	5.944511e-11	-6.0521602e-11
149.985	5.256	-4.403	1.74925396e-10	3.4678457e-11	-3.53209528e-11
159.697	3.931	-4.456	2.06046512e-10	3.97997658e-11	-4.06160082e-11
167.026	4.460	-3.398	2.21531124e-10	4.2729952e-11	-4.35879946e-11
183.496	10.410	-9.649	1.67334062e-10	3.66333282e-11	-3.66333282e-11
207.447	16.547	-13.541	1.07189062e-10	2.40768186e-11	-2.40768186e-11
239.148	14.934	-15.154	1.0659902e-10	2.39442788e-11	-2.39442788e-11
290.246	39.055	-36.164	4.24521718e-11	9.5356114e-12	-9.5356114e-12
398.002	66.693	-68.701	1.70046452e-11	3.82877136e-12	-3.82877136e-12
559.208	755.462	-94.512	2.36702246e-12	4.54228058e-13	-4.54228058e-13
