duration	time_plus	time_minus	flux	flux_plus	flux_minus
73.6237780357403	1.64181294679983	-1.46268702288857	5.23056769481297e-10	9.55079959238837e-11	-9.55069259859293e-11
77.6479520260221	2.74057399641207	-2.38236104348204	8.30344912998925e-10	9.34213361197069e-11	-9.34214426227735e-11
92.003	1.574	-2.409	4.0960794e-10	7.72644075e-11	-7.726446e-11
95.816	2.141	-2.239	5.633124e-10	8.58163425e-11	-8.58163425e-11
99.141	1.722	-1.184	8.39964825e-10	1.307959275e-10	-1.307959275e-10
102.958	1.532	-2.096	6.85080375e-10	1.066779e-10	-1.066779525e-10
106.505	2.787	-2.015	5.141789625e-10	7.92556275e-11	-7.925568e-11
111.068	2.624	-1.776	5.29600575e-10	8.81817825e-11	-8.8181835e-11
115.299	1.953	-1.607	4.352010075e-10	8.77514925e-11	-8.77514925e-11
118.809	1.989	-1.557	4.68324675e-10	9.08544e-11	-9.08544e-11
123.550	2.512	-2.752	3.094724325e-10	5.83758525e-11	-5.83758525e-11
128.330	1.962	-2.269	3.850901775e-10	7.263963e-11	-7.26396825e-11
132.062	1.753	-1.77	4.985594775e-10	9.21242175e-11	-9.21242175e-11
135.768	2.538	-1.952	4.937355675e-10	8.17488525e-11	-8.17488525e-11
140.216	1.573	-1.91	4.56245475e-10	8.8956945e-11	-8.8956945e-11
144.010	2.054	-2.221	3.7177182e-10	7.24865925e-11	-7.24865925e-11
147.810	2.503	-1.745	4.751514075e-10	8.02060875e-11	-8.02060875e-11
151.950	1.964	-1.637	4.535915475e-10	8.55610875e-11	-8.55610875e-11
155.417	1.783	-1.503	5.082589575e-10	9.58730325e-11	-9.58730325e-11
159.801	3.066	-2.601	2.659161225e-10	5.74357875e-11	-5.743584e-11
165.416	1.703	-2.549	3.952136475e-10	7.2155895e-11	-7.2155895e-11
169.217	2.169	-2.099	3.537924075e-10	7.38119025e-11	-7.38119025e-11
175.078	2.730	-3.691	2.413808775e-10	4.86706815e-11	-4.8670692e-11
181.607	2.314	-3.799	2.600521875e-10	5.0703933e-11	-5.070393825e-11
186.456	2.822	-2.535	3.171634725e-10	5.7905925e-11	-5.7905925e-11
237.533	58.856	-36.422	2.044194075e-11	4.640056575e-12	-4.640056575e-12
360.576	61.179	-64.187	9.2245335e-12	2.079614775e-12	-2.079614775e-12
482.807	71.836	-61.052	8.6706165e-12	1.959337275e-12	-1.959337275e-12
685.682	84.590	-131.039	3.97608015e-12	1.049420925e-12	-1.049420925e-12
971.062	320.725	-200.79	3.026263275e-12	5.90565675e-13	-5.90565675e-13
5560.363	1473.962	-978.177	5.133078825e-13	1.26076755e-13	-1.26076755e-13
