duration	time_plus	time_minus	flux	flux_plus	flux_minus
126.691	99.170	-46.253	1.502052125e-11	3.381787675e-12	-3.381787675e-12
300.860	108.035	-74.998	5.77012425e-12	1.3005405e-12	-1.3005405e-12
561.108	88.488	-152.213	3.29473015e-12	8.57945e-13	-8.57945e-13
786.988	201.093	-137.393	2.3140404e-12	6.09060675e-13	-6.09060675e-13
1116.256	97.482	-128.175	3.5006037e-12	9.1350005e-13	-9.1350005e-13
1331.625	167.947	-117.886	2.7551159e-12	7.21270875e-13	-7.21270875e-13
1716.531	241.875	-216.96	2.405069875e-12	5.3164755e-13	-5.3164755e-13
5484.612	125.895	-162.445	2.8729824e-12	7.4676365e-13	-7.4676365e-13
5823.950	202.770	-213.442	1.980542425e-12	5.1826205e-13	-5.1826205e-13
6187.840	114.684	-161.12	2.9898704e-12	7.819013e-13	-7.819013e-13
6503.745	129.744	-201.221	2.669331375e-12	6.75365925e-13	-6.75365925e-13
7178.898	562.814	-545.409	1.37942565e-12	2.659371575e-13	-2.659371575e-13
11325.366	274.413	-262.152	1.576449e-12	4.1472326e-13	-4.1472326e-13
12008.377	268.375	-408.599	1.243292075e-12	3.249745275e-13	-3.249745275e-13
12930.058	595.324	-653.306	1.035941275e-12	2.204235125e-13	-2.204235125e-13
18155.235	1156.076	-1411.478	5.71706675e-13	1.203748325e-13	-1.203748325e-13
23760.912	825.799	-1207.621	7.6915325e-13	1.5191165e-13	-1.5191165e-13
66783.298	4583.395	-2421.529	1.246030925e-13	6.408415e-14	-4.860466e-14
