duration	time_plus	time_minus	flux	flux_plus	flux_minus
124.165	48.068	-39.688	1.29681627e-11	2.90862639e-12	-2.90862639e-12
261.836	68.358	-89.603	7.1100426e-12	1.60945545e-12	-1.60945545e-12
394.776	60.784	-64.581	9.037965e-12	2.03022381e-12	-2.03022381e-12
557.828	93.303	-102.268	4.32463068e-12	1.12575564e-12	-1.12575564e-12
744.035	77.594	-92.904	6.568341e-12	1.4914287e-12	-1.4914287e-12
904.743	79.861	-83.115	6.9114384e-12	1.56209073e-12	-1.56209073e-12
1204.879	188.409	-220.274	2.70685611e-12	6.2232036e-13	-6.2232036e-13
5932.772	1238.020	-1226.662	7.1492463e-13	1.37718258e-13	-1.37718258e-13
11965.656	981.600	-1478.08	4.80320448e-13	1.13822922e-13	-1.13822922e-13
20307.778	4195.520	-4048.944	3.92195967e-13	7.7408871e-14	-7.7408871e-14
29156.641	4592.295	-1338.397	3.6780996e-13	9.9205914e-14	-9.9205914e-14
34892.840	1165.331	-1143.905	4.81498191e-13	1.17718098e-13	-1.17718098e-13
52926.001	39294.482	-13623.477	1.49354673e-13	4.16982834e-14	-4.16982834e-14
246363.406	194037.750	-148940.963	3.58165197e-14	1.03055139e-14	-1.03055139e-14
