duration	time_plus	time_minus	flux	flux_plus	flux_minus
88.051	2.990	-3.821	1.614956738e-10	2.948495435e-11	-2.948495435e-11
94.162	2.690	-3.121	1.89271497e-10	3.455610951e-11	-3.455610604e-11
99.041	2.835	-2.189	2.188648021e-10	3.99590973e-11	-3.99590973e-11
105.193	3.902	-3.317	1.540785835e-10	2.813078685e-11	-2.813078685e-11
119.129	8.001	-7.043	2.181666381e-10	4.77657645e-11	-4.77657645e-11
136.306	8.376	-9.176	2.189547792e-10	4.45328349e-11	-4.45328349e-11
154.777	9.963	-10.096	1.614823837e-10	3.55320019e-11	-3.55320019e-11
174.798	10.000	-10.058	1.545992917e-10	3.47503844e-11	-3.47503844e-11
190.478	6.856	-5.68	3.330292595e-10	6.42567313e-11	-6.42567313e-11
211.433	8.467	-14.098	1.354500273e-10	3.049928046e-11	-3.049928046e-11
232.772	14.708	-12.872	1.102491176e-10	2.48247964e-11	-2.48247964e-11
263.891	18.692	-16.41	9.13066999e-11	1.999084697e-11	-1.999084697e-11
316.181	34.100	-33.598	4.5270661e-11	1.019359692e-11	-1.019359692e-11
377.317	30.632	-27.036	5.58734195e-11	1.229418918e-11	-1.229418918e-11
460.010	43.217	-52.061	3.218864302e-11	7.27333514e-12	-7.27333514e-12
572.918	55.673	-69.692	2.46396719e-11	5.53843577e-12	-5.53843577e-12
742.680	96.523	-114.088	2.34392948e-11	4.18895624e-12	-4.18895624e-12
4232.118	45.300	-117.048	7.99439767e-12	1.799934457e-12	-1.799934457e-12
4330.910	76.888	-53.492	5.86457413e-12	1.318586814e-12	-1.318586814e-12
4439.460	33.527	-31.663	1.227010044e-11	2.688080263e-12	-2.688080263e-12
4539.725	36.062	-66.738	7.41794392e-12	1.6701457e-12	-1.6701457e-12
4637.214	51.402	-61.427	7.11413848e-12	1.564684766e-12	-1.564684766e-12
4737.390	51.518	-48.774	7.65310582e-12	1.720718868e-12	-1.720718868e-12
4855.047	61.733	-66.139	5.93799933e-12	1.346223629e-12	-1.346223629e-12
4962.724	39.305	-45.944	9.02692393e-12	2.026814161e-12	-2.026814161e-12
5046.181	61.155	-44.152	7.29734754e-12	1.638472581e-12	-1.638472581e-12
5154.483	75.711	-47.147	6.19150018e-12	1.390177078e-12	-1.390177078e-12
5276.075	69.455	-45.881	6.59502301e-12	1.480779472e-12	-1.480779472e-12
5413.034	82.934	-67.504	5.07562452e-12	1.14119972e-12	-1.14119972e-12
5566.234	70.143	-70.266	5.43132728e-12	1.221175586e-12	-1.221175586e-12
5684.912	79.339	-48.534	5.93200664e-12	1.337433772e-12	-1.337433772e-12
5848.875	105.931	-84.624	4.01630986e-12	9.08028212e-13	-9.08028212e-13
6005.958	64.184	-51.152	6.58615716e-12	1.480827011e-12	-1.480827011e-12
6155.120	72.983	-84.978	4.82140191e-12	1.085536062e-12	-1.085536062e-12
6304.707	68.820	-76.604	5.25783422e-12	1.182167581e-12	-1.182167581e-12
6529.851	94.399	-156.324	4.83741596e-12	8.61785604e-13	-8.61785604e-13
10005.363	133.175	-130.092	2.24687358e-12	5.85650985e-13	-5.85650985e-13
10223.899	95.165	-85.361	3.263182448e-12	8.46533219e-13	-8.46533219e-13
10430.373	114.349	-111.309	2.575459331e-12	6.7369703e-13	-6.7369703e-13
10651.867	68.366	-107.146	3.334748075e-12	8.6920724e-13	-8.6920724e-13
10847.877	85.477	-127.644	2.96569102e-12	7.46360912e-13	-7.46360912e-13
11057.674	103.845	-124.32	2.598005656e-12	6.77979357e-13	-6.77979357e-13
11283.003	194.437	-121.484	1.865402947e-12	4.89708608e-13	-4.89708608e-13
11582.992	90.018	-105.552	2.990900917e-12	7.78658631e-13	-7.78658631e-13
11831.744	147.159	-158.734	1.8988534e-12	4.97894685e-13	-4.97894685e-13
12240.720	166.924	-261.817	2.084364458e-12	4.40362432e-13	-4.40362432e-13
16147.758	149.439	-451.623	1.027186277e-12	2.694155192e-13	-2.694155192e-13
16493.641	149.565	-196.444	1.86835557e-12	4.7340169e-13	-4.7340169e-13
16785.657	191.021	-142.452	1.819371662e-12	4.73932947e-13	-4.73932947e-13
17248.590	254.623	-271.913	1.232664756e-12	3.111298119e-13	-3.111298119e-13
17936.112	256.609	-432.899	1.052350023e-12	2.520243997e-13	-2.520243997e-13
21834.770	540.587	-394.638	6.42050283e-13	1.695571084e-13	-1.695571084e-13
22668.860	250.583	-293.503	1.114890527e-12	2.904144671e-13	-2.904144671e-13
23436.046	541.473	-516.603	7.17377043e-13	1.680739263e-13	-1.680739263e-13
27553.035	363.720	-395.994	8.73854958e-13	2.291999542e-13	-2.291999542e-13
28865.524	896.601	-948.77	5.233107e-13	1.145697187e-13	-1.145697187e-13
34416.235	1131.653	-1345.559	4.00839479e-13	8.30397719e-14	-8.30397719e-14
40131.332	1202.580	-898.537	2.990402972e-13	7.97394896e-14	-7.97394896e-14
48178.205	4724.851	-2821.025	2.450874533e-13	5.67308912e-14	-5.67308912e-14
79324.210	36945.662	-21972.095	9.47277035e-14	2.380751732e-14	-2.380751732e-14
192323.142	120808.323	-59477.549	1.852210007e-14	5.69995039e-15	-5.69995039e-15
