duration	time_plus	time_minus	flux	flux_plus	flux_minus
94.421	2.594	-3.567	2.256792274e-10	4.273516797e-11	-4.273515895e-11
99.139	2.160	-2.124	3.245440198e-10	6.14564621e-11	-6.1456417e-11
103.921	3.225	-2.622	2.186775877e-10	4.63544565e-11	-4.63544114e-11
110.054	2.459	-2.909	2.658914698e-10	4.85449635e-11	-4.85449635e-11
114.273	3.487	-1.76	2.648844319e-10	5.01591376e-11	-5.01591376e-11
131.948	8.593	-6.451	2.423838615e-10	5.29741443e-11	-5.29741443e-11
152.667	12.947	-12.126	1.361650631e-10	3.07963095e-11	-3.07963095e-11
183.557	12.146	-17.942	1.380559257e-10	2.825677811e-11	-2.825677811e-11
204.756	11.005	-9.054	1.730038706e-10	3.906416778e-11	-3.906416778e-11
227.269	13.565	-11.508	1.460176091e-10	3.191284569e-11	-3.191284569e-11
252.573	8.320	-11.739	2.087991092e-10	4.273622331e-11	-4.273622331e-11
278.645	12.335	-17.752	1.165966241e-10	2.619901394e-11	-2.619901394e-11
306.339	17.236	-15.359	1.086130672e-10	2.436549599e-11	-2.436549599e-11
335.769	17.895	-12.193	1.161129266e-10	2.604796051e-11	-2.604796051e-11
374.124	22.164	-20.46	8.13030779e-11	1.838823063e-11	-1.838823063e-11
432.862	41.153	-36.574	4.494283552e-11	1.013150754e-11	-1.013150754e-11
495.597	21.042	-21.582	8.13423149e-11	1.824776668e-11	-1.824776668e-11
597.323	69.751	-80.683	4.11121678e-11	6.94569766e-12	-6.94569766e-12
4041.990	92.445	-100.619	5.3328946e-12	1.215969062e-12	-1.215969062e-12
4225.309	99.682	-90.874	5.45193154e-12	1.224769876e-12	-1.224769876e-12
4416.750	93.782	-91.76	5.58245545e-12	1.257999556e-12	-1.257999556e-12
4641.850	179.589	-131.318	2.463590657e-12	6.50167914e-13	-6.50167914e-13
4930.629	83.875	-109.189	4.299586401e-12	1.081165162e-12	-1.081165162e-12
5232.730	145.334	-218.227	2.128618074e-12	5.55909365e-13	-5.55909365e-13
5588.655	140.433	-210.591	2.207194451e-12	5.75830035e-13	-5.75830035e-13
5861.566	173.415	-132.478	2.519878163e-12	6.60846241e-13	-6.60846241e-13
6231.284	174.763	-196.303	2.503995296e-12	5.9946469e-13	-5.9946469e-13
9975.397	289.899	-296.812	1.379740692e-12	3.581691366e-13	-3.581691366e-13
10422.441	156.269	-157.145	2.574354904e-12	6.68280976e-13	-6.68280976e-13
10936.194	296.926	-357.483	1.220164264e-12	3.201984995e-13	-3.201984995e-13
11670.660	472.601	-437.54	8.72742728e-13	2.305636476e-13	-2.305636476e-13
15703.864	423.022	-311.621	1.069646171e-12	2.804330628e-13	-2.804330628e-13
16689.045	420.709	-562.159	7.95720497e-13	2.103605614e-13	-2.103605614e-13
17561.846	320.146	-452.092	1.288932293e-12	3.019564515e-13	-3.019564515e-13
21677.131	295.292	-466.931	1.032401238e-12	2.74665765e-13	-2.74665765e-13
22293.924	247.660	-321.5	1.40209135e-12	3.678778587e-13	-3.678778587e-13
23189.558	430.158	-647.974	1.031929041e-12	2.297350253e-13	-2.297350253e-13
27579.967	411.876	-392.971	9.88146863e-13	2.606835924e-13	-2.606835924e-13
29691.359	4528.851	-1699.517	5.06950158e-13	1.118084924e-13	-1.118084924e-13
46300.933	5139.218	-7093.08	4.66464339e-13	9.71757974e-14	-9.71757974e-14
62819.920	10502.573	-6395.255	2.807189517e-13	5.43873979e-14	-5.43873979e-14
