duration	time_plus	time_minus	flux	flux_plus	flux_minus
332.780	11.963	-10.603	5.8054754e-11	1.303496154e-11	-1.303496154e-11
355.382	9.419	-10.64	6.890307e-11	1.509491659e-11	-1.509491659e-11
383.198	24.228	-18.396	3.062548988e-11	6.94309325e-12	-6.94309325e-12
422.098	12.909	-14.672	5.14311528e-11	1.125253827e-11	-1.125253827e-11
456.118	21.513	-21.112	3.134067115e-11	7.02722319e-12	-7.02722319e-12
497.579	15.154	-19.948	4.14564536e-11	8.88275847e-12	-8.88275847e-12
543.553	19.326	-30.82	2.639302728e-11	5.9341517e-12	-5.9341517e-12
581.175	21.822	-18.295	3.373274158e-11	7.59484726e-12	-7.59484726e-12
616.117	19.474	-13.121	4.12738219e-11	9.33127582e-12	-9.33127582e-12
655.099	13.087	-19.508	3.99296833e-11	8.95305754e-12	-8.95305754e-12
685.166	15.615	-16.98	4.10575466e-11	9.21860466e-12	-9.21860466e-12
721.682	31.753	-20.901	2.518495331e-11	5.68600223e-12	-5.68600223e-12
769.792	23.760	-16.357	3.426623694e-11	7.69375735e-12	-7.69375735e-12
818.114	25.584	-24.562	2.938363271e-11	6.34353917e-12	-6.34353917e-12
871.042	22.803	-27.344	2.672185159e-11	5.99982652e-12	-5.99982652e-12
927.046	34.496	-33.201	1.983176795e-11	4.46507459e-12	-4.46507459e-12
996.785	37.470	-35.243	1.834115754e-11	4.11246593e-12	-4.11246593e-12
1074.749	54.779	-40.494	2.587439234e-11	4.27586773e-12	-4.27586773e-12
4688.365	337.108	-287.209	1.838157523e-12	3.51234996e-13	-3.51234996e-13
6719.587	155.808	-210.259	1.331951869e-12	4.36552583e-13	-3.59433704e-13
