duration	time_plus	time_minus	flux	flux_plus	flux_minus
88.920	3.724	-3.953	1.885270412e-10	3.442019614e-11	-3.442044584e-11
107.108	8.332	-9.219	1.819074034e-10	3.883841518e-11	-3.883841518e-11
126.509	11.496	-11.07	1.253928024e-10	2.821649952e-11	-2.821649952e-11
148.321	14.757	-10.316	1.136610792e-10	2.541539216e-11	-2.541539216e-11
174.654	8.483	-11.575	1.42393695e-10	3.194084312e-11	-3.194084312e-11
193.690	12.013	-10.553	1.269855706e-10	2.852968234e-11	-2.852968234e-11
218.550	7.212	-12.847	1.441432748e-10	3.228227836e-11	-3.228227836e-11
251.581	19.312	-25.82	6.918279e-11	1.485621022e-11	-1.485621022e-11
287.743	15.746	-16.849	9.06238934e-11	1.98951653e-11	-1.98951653e-11
316.826	14.243	-13.337	1.03199194e-10	2.307603458e-11	-2.307603458e-11
354.566	21.635	-23.497	6.22174312e-11	1.408980374e-11	-1.408980374e-11
389.584	21.719	-13.383	8.0892358e-11	1.817397866e-11	-1.817397866e-11
432.993	23.443	-21.689	6.64496192e-11	1.454414424e-11	-1.454414424e-11
469.927	14.089	-13.492	1.086934112e-10	2.379024468e-11	-2.379024468e-11
507.146	24.509	-23.13	5.9332125e-11	1.335120476e-11	-1.335120476e-11
545.621	21.137	-13.966	8.08495004e-11	1.816435386e-11	-1.816435386e-11
580.587	18.766	-13.83	8.71813022e-11	1.958691292e-11	-1.958691292e-11
629.931	24.583	-30.578	5.4549008e-11	1.195739752e-11	-1.195739752e-11
689.156	40.572	-34.642	5.83040874e-11	1.054676504e-11	-1.054676504e-11
5690.737	67.446	-110.574	4.465751024e-12	1.134260888e-12	-1.134260888e-12
5819.221	81.879	-61.039	6.95774976e-12	1.57962944e-12	-1.57962944e-12
5991.980	104.692	-90.879	3.813328508e-12	9.99677128e-13	-9.99677128e-13
6207.744	84.499	-111.072	5.11034204e-12	1.154316792e-12	-1.154316792e-12
6409.945	97.918	-117.703	6.95830364e-12	1.282228114e-12	-1.282228114e-12
11683.971	604.310	-1853.712	1.634248364e-12	4.014585346e-13	-4.014585346e-13
16252.146	1668.016	-642.256	1.124515324e-12	2.949222136e-13	-2.949222136e-13
34977.572	23460.735	-13587.483	1.321402866e-13	2.713450402e-14	-2.713450402e-14
120386.393	40082.988	-33958.573	2.15671338e-14	1.060678838e-14	-8.3598652e-15
