duration	time_plus	time_minus	flux	flux_plus	flux_minus
125.085	39.671	-45.578	3.771561588e-11	8.23022238e-12	-8.23022238e-12
214.557	45.477	-49.801	3.099118902e-11	7.02628062e-12	-7.02628062e-12
316.137	46.697	-56.103	2.919427314e-11	6.59594364e-12	-6.59594364e-12
388.141	27.347	-25.307	5.7475146e-11	1.298551656e-11	-1.298551656e-11
435.014	15.576	-19.526	9.7440981e-11	2.03786664e-11	-2.03786664e-11
461.436	14.227	-10.846	1.180263558e-10	2.661987318e-11	-2.661987318e-11
485.383	15.353	-9.72	1.192608576e-10	2.680553286e-11	-2.680553286e-11
521.121	12.211	-20.384	9.5556606e-11	2.11283562e-11	-2.11283562e-11
548.704	17.222	-15.373	9.67323756e-11	2.131774644e-11	-2.131774644e-11
581.368	19.661	-15.441	8.3972976e-11	1.887408894e-11	-1.887408894e-11
619.845	18.794	-18.816	8.3058024e-11	1.827406374e-11	-1.827406374e-11
661.378	24.900	-22.739	6.20867292e-11	1.395485112e-11	-1.395485112e-11
709.056	29.876	-22.778	5.63988714e-11	1.263284598e-11	-1.263284598e-11
937.966	64.228	-43.581	5.33252196e-11	8.59179324e-12	-8.59179324e-12
4646.041	203.098	-376.092	1.538678718e-12	4.04309088e-13	-4.04309088e-13
5108.067	192.389	-258.928	1.995646992e-12	5.21748564e-13	-5.21748564e-13
5724.915	345.289	-424.458	1.143413424e-12	3.042897192e-13	-3.042897192e-13
6410.699	356.521	-340.495	1.96947237e-12	4.18107336e-13	-4.18107336e-13
11284.824	758.073	-748.814	7.62520032e-13	1.591583928e-13	-1.591583928e-13
23100.319	11743.653	-6130.833	1.83887061e-13	4.85760318e-14	-4.85760318e-14
