duration	time_plus	time_minus	flux	flux_plus	flux_minus
90.0285226130545	4.54863138446976	-4.80417164098195	1.6194520700139e-10	2.95670143181682e-11	-2.95670143181682e-11
146.184	40.615	-37.112	2.716059944e-11	5.83595142e-12	-5.83595142e-12
206.851	20.065	-20.052	5.13417476e-11	1.122650386e-11	-1.122650386e-11
257.279	42.349	-30.363	2.68603842e-11	6.01901014e-12	-6.01901014e-12
351.319	56.123	-51.691	1.04515099e-11	2.360219888e-12	-2.360219888e-12
443.044	37.110	-35.602	1.44320735e-11	3.234172344e-12	-3.234172344e-12
520.782	44.620	-40.628	1.237724202e-11	2.776730632e-12	-2.776730632e-12
607.791	75.455	-42.389	8.97849186e-12	2.023113118e-12	-2.023113118e-12
751.532	77.136	-68.286	8.96417548e-12	1.808632176e-12	-1.808632176e-12
4393.779	234.571	-354.647	1.329614234e-12	3.49465753e-13	-3.49465753e-13
4921.982	247.947	-293.632	1.439220952e-12	3.782739428e-13	-3.782739428e-13
5473.024	398.952	-303.095	1.100784204e-12	2.90135209e-13	-2.90135209e-13
6120.524	493.153	-248.549	1.089097282e-12	2.85929358e-13	-2.85929358e-13
12489.395	5667.454	-2679.478	4.207943428e-13	7.0392257e-14	-7.0392257e-14
45241.446	70992.404	-12373.256	7.57060694e-14	2.109324776e-14	-2.109324776e-14
121053.346	4636.653	-1585.828	8.02003254e-14	6.14354806e-14	-4.132829948e-14
